股票代碼,股票名稱,年月,開盤價,最高價,最低價,收盤價,成交量,月報酬率,流通在外股數(千股),市值(百萬元),股價營收比-TEJ,現金股利率,股價漲跌(元),高低價差%,匯率(NTD/USD),M1A,M1B,M2,金融機構放款與投資,債券市場交易金額,股票市場交易金額,外匯市場交易日平均淨額(百萬美元),股價指數,外匯存底,CPI年增率
1301,台塑,2015/10/1,45.07,51.65,44.94,49.68,162,0.087895,6365740,480613,2.35,2.25,6.1,14.6974,32.727,57884,149126,393635,291818,58853,16873,29097,8551,426774,0.3
1301,台塑,2015/11/1,49.35,52.31,47.9,48.49,121,-0.02384,6365740,469155,2.3,2.31,-1.8,8.8742,32.802,58701,149442,394569,292368,54604,16732,26797,8503,424611,0.54
1301,台塑,2015/12/1,48.95,50.66,45.93,50.66,131,0.044775,6365740,490162,2.5,2.21,3.3,9.7693,33.006,60603,152926,398840,294063,61125,15503,27648,8298,426031,0.13
1301,台塑,2016/1/1,48.76,50.93,46.12,50.34,146,-0.006494,6365740,486979,2.49,2.22,-0.5,9.4805,33.644,60727,153822,402398,295366,62737,15036,31876,7871,425978,0.8
1301,台塑,2016/2/1,50.34,51.98,48.89,51.98,61,0.032681,6365740,502893,2.57,2.15,2.5,6.1438,33.552,59977,154369,404169,297153,38227,9544,31450,8247,428816,2.41
1301,台塑,2016/3/1,51.45,53.63,51.06,52.51,152,0.010126,6365740,507986,2.59,4.51,0.8,4.9367,32.855,60474,153823,404123,297463,61738,18746,27901,8688,431601,2.01
1301,台塑,2016/4/1,51.98,54.28,50.73,52.84,122,0.006265,6365740,511169,2.61,4.48,0.5,6.7669,32.355,60644,154663,406068,296771,48089,13045,29929,8568,433184,1.88
1301,台塑,2016/5/1,52.9,53.1,49.35,51.98,117,-0.016189,6365740,502893,2.57,4.56,-1.3,7.0984,32.573,60242,153644,403939,297951,56224,14003,28428,8235,433432,1.23
1301,台塑,2016/6/1,51.65,53.63,49.68,51.19,111,-0.015191,6365740,495255,2.65,4.63,-1.2,7.5949,32.4,61144,154085,405531,298163,57075,13667,28794,8595,433552,0.9
1301,台塑,2016/7/1,50.53,55.44,50.27,53.58,148,0.046152,6365740,495255,2.65,4.63,0,5.6555,32.124,60488,155741,407836,299474,57328,15457,29753,8900,434087,1.24
1301,台塑,2016/8/1,53.58,55.17,52.34,53.93,107,0.006429,6365740,498437,2.67,4.6,0.5,5.2699,31.577,61768,158611,408768,302462,64822,15981,27027,9094,435862,0.57
1301,台塑,2016/9/1,53.58,55.17,52.28,53.58,79,-0.006386,6365740,495255,2.65,4.63,-0.5,5.364,31.483,60946,157644,407685,302397,56197,12995,30185,9131,436726,0.33
1301,台塑,2016/10/1,53.38,59.23,53.38,58.82,130,0.097686,6365740,543634,3.01,4.22,7.6,10.9254,31.571,61799,158862,408709,303410,54252,12064,27653,9274,435263,1.7
1301,台塑,2016/11/1,57.92,62.68,57.24,62.54,167,0.06323,6365740,578009,3.2,3.96,5.4,9.2506,31.758,61853,158351,409443,304250,58227,14754,29452,9098,434348,1.97
1301,台塑,2016/12/1,62.68,63.71,59.3,61.44,125,-0.017618,6365740,567824,3.23,4.04,-1.6,7.0485,32.012,63420,161777,413018,305492,53262,12419,25882,9245,434204,1.69
1301,台塑,2017/1/1,61.02,62.88,59.58,62.13,86,0.011209,6365740,574190,3.27,3.99,1,5.3812,31.742,62834,163240,416641,308369,45517,10335,31053,9352,436589,2.24
1301,台塑,2017/2/1,62.54,67.57,61.02,63.78,153,0.026608,6365740,589468,3.36,3.89,2.4,10.5322,30.898,61357,161590,418120,310047,47587,17738,30267,9674,437661,-0.06
1301,台塑,2017/3/1,63.78,64.12,60.33,62.33,135,-0.02268,6365740,576099,3.28,5.08,-2.1,5.9395,30.658,61901,160598,418651,310486,61457,19715,30671,9796,437526,0.18
1301,台塑,2017/4/1,62.68,64.67,62.33,62.47,118,0.002211,6365740,577373,3.29,5.07,0.2,3.7569,30.39,61758,160368,420245,311797,47345,15152,27978,9801,438426,0.09
1301,台塑,2017/5/1,62.54,63.16,60.33,61.78,140,-0.011024,6365740,571007,3.25,5.13,-1,4.5204,30.156,61617,160568,419346,313045,49368,16822,28397,9994,440253,0.6
1301,台塑,2017/6/1,61.99,64.54,61.02,63.85,123,0.033447,6365740,590104,3.19,4.96,3,5.6856,30.265,62965,161592,420009,312371,58281,20124,27299,10259,441943,1
1301,台塑,2017/7/1,63.43,66.73,63.36,65.65,102,0.027464,6365740,576736,3.11,5.08,-2.1,5.7174,30.435,62998,163256,421147,313664,49293,18830,28728,10426,444452,0.77
1301,台塑,2017/8/1,65.65,68.47,65.29,68.04,99,0.036425,6365740,597743,3.23,4.9,3.3,4.8565,30.263,63903,166075,424076,316722,55800,24178,27846,10436,446426,0.96
1301,台塑,2017/9/1,67.97,70.29,65.94,66.52,94,-0.022365,6365740,584375,3.16,5.01,-2.1,6.3898,30.15,62855,164810,422274,317690,53135,25141,29474,10501,447221,0.49
1301,台塑,2017/10/1,66.81,68.84,66.01,66.59,82,0.00109,6365740,585012,3.04,5.01,0.1,4.2484,30.259,63743,165887,424199,318284,47308,21564,28620,10684,447787,-0.33
1301,台塑,2017/11/1,66.66,67.97,65.65,65.65,108,-0.014146,6365740,576736,2.99,5.08,-1.3,3.482,30.11,64033,165523,425867,320203,52725,27281,27727,10743,450469,0.34
1301,台塑,2017/12/1,66.3,71.59,66.3,71.52,127,0.089405,6365740,628299,3.08,4.66,8.1,8.0574,29.983,65244,167414,427702,320227,48018,22843,25916,10501,451500,1.22
1301,台塑,2018/1/1,71.44,75.72,70.43,74.99,170,0.048631,6365740,658854,3.23,4.44,4.8,7.3961,29.44,66294,168517,430024,321903,63942,28049,33509,11005,455724,0.89
1301,台塑,2018/2/1,74.99,75.72,69.2,74.99,125,-0.000001,6365740,658854,3.23,4.44,0,8.6957,29.308,66436,170563,433344,324133,38891,16510,35488,10718,456721,2.2
1301,台塑,2018/3/1,73.55,78.26,72.46,75.36,146,0.004829,6365740,662037,3.24,5.48,0.5,7.7295,29.216,65885,169103,433114,325937,57117,26051,31866,10904,457188,1.59
1301,台塑,2018/4/1,75.36,78.26,73.55,75.72,106,0.00481,6365740,665220,3.26,5.45,0.5,6.25,29.394,67151,169875,434814,327466,48651,22402,34337,10796,457132,2.01
1301,台塑,2018/5/1,75.36,82.24,75.36,77.89,175,0.028706,6365740,684317,3.35,5.3,3,9.0909,29.878,66701,169864,436174,330922,58729,29065,32948,10818,457276,1.75
1301,台塑,2018/6/1,78.26,82.24,75.36,81.52,184,0.046511,6365740,716146,3.36,5.07,5,8.8372,30.08,67523,170357,435794,331245,55094,30022,34689,10987,457123,1.4
1301,台塑,2018/7/1,80.43,85.89,78.98,85.89,208,0.053774,6365740,716146,3.36,5.07,0,8,30.565,68114,173058,436929,331476,58581,29195,31906,10840,458496,1.75
1301,台塑,2018/8/1,85.89,87.03,82.07,85.89,126,-0.000001,6365740,716146,3.36,5.07,0,5.7778,30.729,67894,174204,437518,334119,59333,26842,31160,10909,459879,1.54
1301,台塑,2018/9/1,85.89,91.23,83.6,89.32,189,0.040002,6365740,744792,3.5,4.87,4.5,8.8889,30.755,66722,173788,436333,335514,50472,22545,31926,10884,460441,1.72
1301,台塑,2018/10/1,88.94,90.09,73.6,77.11,204,-0.13675,6365740,642940,2.88,5.64,-16,18.4615,30.904,68099,174207,437069,334094,56836,24084,30980,10088,460178,1.16
1301,台塑,2018/11/1,76.73,79.02,75.5,76.34,127,-0.009901,6365740,636574,2.85,5.7,-1,4.5545,30.857,67929,174520,439595,336897,51963,22698,29252,9821,461375,0.29
1301,台塑,2018/12/1,77.49,78.63,73.29,77.11,113,0.009998,6365740,642940,2.83,5.64,1,7,30.826,69292,177160,439052,337475,48611,18624,28481,9747,461784,-0.06
1301,台塑,2019/1/1,76.34,79.02,72.37,77.87,164,0.009901,6365740,649305,2.86,5.59,1,8.6139,30.83,70507,180437,444545,340963,54537,17536,32602,9765,463043,0.18
1301,台塑,2019/2/1,78.63,79.78,76.34,78.25,90,0.004901,6365740,652488,2.87,5.56,0.5,4.4118,30.816,69458,180742,446284,341894,38826,14731,33493,10210,463935,0.21
1301,台塑,2019/3/1,78.25,83.6,77.11,83.6,132,0.068294,6365740,697049,3.07,5.3,7,8.2927,30.857,70477,181877,447580,342223,54652,20276,33663,10445,464078,0.56
1301,台塑,2019/4/1,83.6,86.27,81.69,85.51,108,0.022832,6365740,712963,3.14,5.18,2.5,5.4795,30.861,71304,182805,450529,343751,52619,23893,32024,10892,464828,0.66
1301,台塑,2019/5/1,85.51,86.65,82.07,84.36,136,-0.013393,6365740,703414,3.1,5.25,-1.5,5.3571,31.246,70726,181927,449845,345426,55246,23292,33588,10574,464434,0.93
1301,台塑,2019/6/1,83.98,87.8,82.83,87.41,120,0.036197,6365740,728877,3.18,5.07,4,5.8824,31.335,71571,183766,450437,344626,42931,18003,33650,10620,466969,0.85
1301,台塑,2019/7/1,87.8,88.18,80.4,80.8,172,-0.074017,6365740,639757,2.79,5.77,-14,13.5371,31.089,71975,185735,451155,345585,51355,24656,30929,10846,467230,0.39
1301,台塑,2019/8/1,80.4,80.8,72.36,75.66,157,-0.06368,6365740,599016,2.61,6.16,-6.4,10.4478,31.413,73119,187392,452880,347303,50364,23909,33834,10469,468169,0.43
1301,台塑,2019/9/1,75.25,80.8,74.93,75.98,115,0.00425,6365740,601562,2.62,6.14,0.4,7.7577,31.142,72482,187111,451850,349653,45615,20811,35918,10816,469489,0.42
1301,台塑,2019/10/1,76.86,79.27,74.21,78.63,104,0.034919,6365740,622569,2.79,5.93,3.3,6.6667,30.731,72426,186773,455542,350436,47197,25812,30496,11140,472476,0.37
1301,台塑,2019/11/1,78.63,79.92,76.78,78.15,101,-0.006136,6365740,618750,2.77,5.97,-0.6,3.9877,30.479,73605,188263,458169,352097,41097,25698,30575,11559,474051,0.58
1301,台塑,2019/12/1,78.79,81.61,77.18,80.24,104,0.026749,6365740,635301,2.95,5.81,2.6,5.6584,30.325,74704,190606,458918,354224,44447,26029,29657,11854,478126,1.15
1301,台塑,2020/1/1,80.4,82.01,73.48,75.09,85,-0.064127,6365740,594560,2.76,6.21,-6.4,10.6212,30.045,75291,193487,464985,357656,38849,21727,35298,11962,479131,1.86
1301,台塑,2020/2/1,73.97,77.59,72.92,73.16,108,-0.025697,6365740,579282,2.69,6.37,-2.4,6.2099,30.191,74907,194175,466256,360609,49123,25043,35819,11624,479680,-0.2
1301,台塑,2020/3/1,72.36,75.09,52.1,60.38,299,-0.174725,6365740,478067,2.22,5.86,-15.9,31.4286,30.205,76594,195339,467610,361276,60869,36922,42053,10138,480385,-0.02
1301,台塑,2020/4/1,60.46,70.75,59.82,70.67,192,0.17044,6365740,559549,2.59,5.01,12.8,18.1092,30.089,76195,196486,469356,362721,49348,30183,32997,10329,481782,-0.97
1301,台塑,2020/5/1,67.21,70.67,66.33,66.73,240,-0.055746,6365740,528356,2.45,5.3,-4.9,6.1433,29.957,77491,199146,472169,365189,43079,33355,32669,10877,484515,-1.21
1301,台塑,2020/6/1,67.05,72.2,66.89,70.43,190,0.055423,6365740,557639,2.83,5.02,4.6,7.9518,29.752,78138,201562,474387,368665,42344,36778,31378,11490,488691,-0.74
1301,台塑,2020/7/1,70.43,71.87,65.18,66.45,212,-0.056829,6365740,499711,2.54,5.61,-9.1,12.7854,29.563,79990,205678,479436,370433,45846,49412,31662,12256,496171,-0.51
1301,台塑,2020/8/1,66.45,69.58,65.44,66.2,103,-0.003824,6365740,497801,2.53,5.63,-0.3,6.242,29.521,81063,208636,483315,372442,42320,45888,31943,12743,498169,-0.33
1301,台塑,2020/9/1,66.03,70.6,65.27,66.54,171,0.005117,6365740,500347,2.54,5.6,0.4,8.0563,29.359,82747,209180,483663,373121,44198,40698,31064,12653,499598,-0.58
1301,台塑,2020/10/1,67.38,69.08,66.2,66.96,84,0.006363,6365740,503530,2.75,5.56,0.5,4.3257,28.934,83253,211868,487502,374080,36861,31667,31667,12818,501241,-0.26
1301,台塑,2020/11/1,66.96,75.34,66.79,72.12,246,0.077116,6365740,542361,2.96,5.16,6.1,12.7686,28.844,85393,216445,492883,375912,35313,45425,30380,13394,513397,0.09
1301,台塑,2020/12/1,72.55,82.96,72.55,81.6,201,0.131457,6365740,613657,3.41,4.56,11.2,14.4366,28.539,88342,222803,501879,378266,36898,59447,30612,14277,529911,0.04
1301,台塑,2021/1/1,80.5,83.97,73.65,73.65,211,-0.097508,6365741,553819,3.08,5.06,-9.4,12.6556,28.431,90836,227425,502690,382218,36329,70766,38873,15552,541481,-0.19
1301,台塑,2021/2/1,73.65,85.5,73.31,82.53,179,0.120689,6365741,620660,3.45,4.51,10.5,16.5517,28.35,90595,229769,509004,384445,25627,42914,35784,16081,543326,1.38
1301,台塑,2021/3/1,83.3,91,81.35,85.5,253,0.035896,6365741,642940,3.58,2.38,3.5,11.6923,28.385,91208,229986,508292,387076,34551,67469,35795,16150,539044,1.22
1301,台塑,2021/4/1,85.92,94.81,84.4,89.73,258,0.049508,6365741,674769,3.75,2.26,5,12.1782,28.257,91790,232071,511558,388115,28349,82439,34913,17115,541110,2.11
1301,台塑,2021/5/1,89.73,95.66,77.2,87.61,315,-0.023585,6365741,658854,3.67,2.32,-2.5,20.566,27.921,92878,233822,515697,392584,29040,106626,33591,16504,542978,2.45
1301,台塑,2021/6/1,87.19,90.58,84.31,87.19,135,-0.004828,6365741,655671,3.21,2.33,-0.5,7.1498,27.797,92945,236028,516674,397903,28037,98714,30928,17283,543282,1.83
1301,台塑,2021/7/1,86.77,91.42,83.38,86.52,181,-0.007767,6365741,635301,3.11,2.4,-3.2,9.2233,28.001,94957,238526,521218,398550,27915,120840,31155,17657,543076,1.91
1301,台塑,2021/8/1,87.56,89.29,82.88,88.86,106,0.027053,6365741,652488,3.19,2.34,2.7,7.4148,27.878,96020,240326,524848,401797,31522,78762,32030,17131,543578,2.34
1301,台塑,2021/9/1,87.56,101.43,85.39,98.39,247,0.107318,6365741,722512,3.53,2.11,11,18.0488,27.737,95622,241009,526637,404650,30573,57897,32141,17281,544899,2.6
1301,台塑,2021/10/1,97.53,104.9,92.33,93.19,305,-0.052864,6365741,684317,2.94,2.23,-6,12.7753,27.946,97329,243251,528996,404674,30146,56725,33056,16724,546701,2.55
1301,台塑,2021/11/1,94.06,95.36,87.99,88.86,219,-0.046511,6365741,652488,2.8,2.34,-5,7.907,27.818,98425,244874,533182,406443,28709,76944,29346,17489,547332,2.84
1301,台塑,2021/12/1,88.42,91.89,87.56,90.16,127,0.014633,6365741,662037,2.61,2.31,1.5,4.878,27.761,101805,249735,538752,409996,30590,62803,30026,17845,548408,2.63
1301,台塑,2022/1/1,91.03,95.79,89.29,91.03,121,0.009615,6365741,668403,2.63,2.29,1,7.2115,27.678,100737,254424,545548,415722,32279,49939,34051,18233,548874,2.83
1301,台塑,2022/2/1,90.59,94.06,89.72,91.03,121,-0.000002,6365741,668403,2.63,2.29,0,4.7619,27.881,101918,255624,547948,416941,25587,44043,37134,18056,549994,2.33
1301,台塑,2022/3/1,91.89,95.36,89.29,92.33,233,0.014285,6365741,677951,2.67,7.7,1.5,6.6667,28.441,102377,253893,550068,420013,34345,71214,37614,17475,548770,3.27
1301,台塑,2022/4/1,91.46,93.19,90.16,91.46,140,-0.00939,6365741,671586,2.65,7.77,-1,3.2864,29.148,103368,253099,553728,422176,28236,48613,35713,16999,545061,3.37
1301,台塑,2022/5/1,91.89,93.19,87.12,91.03,180,-0.00474,6365741,668403,2.63,7.81,-0.5,6.6351,29.597,102791,253181,554317,422984,27990,47257,32405,16192,548854,3.39
1301,台塑,2022/6/1,91.89,95.79,91.03,94.06,186,0.033334,6365741,690683,2.43,7.56,3.5,5.2381,29.632,102149,252623,554632,425153,29811,47884,33022,15889,548963,3.59
1301,台塑,2022/7/1,94.49,94.93,79.02,86.34,322,-0.078104,6365741,585648,2.06,8.91,-16.5,23.318,29.866,103114,256114,557171,424674,27301,45360,33675,14566,547811,3.35
1301,台塑,2022/8/1,86.34,89.06,83.9,85.5,142,-0.009783,6365741,579919,2.04,9,-0.9,5.9783,30.089,103470,258303,561353,428333,31012,43626,33234,15118,545482,2.68
1301,台塑,2022/9/1,84.56,85.12,79.12,81.27,257,-0.049395,6365741,551273,1.94,9.47,-4.5,7.0252,31.242,101473,254517,562935,431693,31100,39153,37458,14344,541107,2.76
1301,台塑,2022/10/1,80.34,82.78,73.3,77.99,214,-0.040417,6365741,528993,1.85,9.87,-3.5,11.6628,31.969,102591,254564,568625,431920,29247,35547,34955,13107,542792,2.74
1301,台塑,2022/11/1,77.99,84.65,76.86,84.65,142,0.08544,6365741,574190,2.01,9.09,7.1,9.988,31.462,102940,256377,573255,434311,26554,46345,33651,14067,552201,2.35
1301,台塑,2022/12/1,85.31,85.87,79.87,81.46,195,-0.037695,6365741,552546,2.01,9.45,-3.4,7.0953,30.671,104501,258054,575086,436168,30586,41825,31605,14513,554932,2.71
1301,台塑,2023/1/1,80.9,84.84,80.34,83.81,85,0.028801,6365741,568461,2.07,9.18,2.5,5.53,30.453,104268,261039,583459,438053,21862,23186,38511,14737,557143,3.05
1301,台塑,2023/2/1,83.9,86.06,82.68,85.31,83,0.017918,6365741,578646,2.1,9.02,1.6,4.0314,30.179,102875,259981,585691,439950,27351,38379,35876,15529,558372,2.42
1301,台塑,2023/3/1,84.28,86.9,82.59,86.15,117,0.0099,6365741,584375,2.13,4.58,0.9,5.0605,30.559,103256,259581,586540,444205,32648,50935,38519,15653,560279,2.35
1301,台塑,2023/4/1,86.25,88.59,85.22,88.12,105,0.022875,6365741,597743,2.17,4.47,2.1,3.9216,30.569,104907,260647,591113,445602,25154,37077,39441,15728,561116,2.35
1301,台塑,2023/5/1,87.94,88.5,85.68,88.31,168,0.002129,6365741,599016,2.18,4.46,0.2,3.1949,30.734,103812,259534,588559,449744,29301,53785,39211,15956,562868,2.02
1301,台塑,2023/6/1,88.31,88.97,84.28,84.28,189,-0.045301,6365741,545544,2.34,4.9,-8.4,9.6706,30.824,104863,261592,592628,448739,31137,60418,41615,16984,564834,1.75
1301,台塑,2023/7/1,84.67,84.87,80.64,81.82,202,-0.029172,6365741,529630,2.27,5.05,-2.5,5.0175,31.203,107646,265972,597363,451590,30048,76631,38596,17072,566493,1.88
1301,台塑,2023/8/1,82.21,83.29,77.69,78.18,158,-0.044474,6365741,506076,2.17,5.28,-3.7,6.851,31.829,106104,264454,596922,454121,31748,70750,38459,16648,565467,2.53
1301,台塑,2023/9/1,78.28,81.92,78.18,78.47,102,0.003773,6365741,507986,2.18,5.26,0.3,4.7799,32.032,104982,263003,596122,456720,30131,49812,33882,16570,564009,2.93
1301,台塑,2023/10/1,78.57,79.36,75.72,75.72,132,-0.035086,6365741,490162,2.36,5.45,-2.8,4.6366,32.302,106413,262275,599780,457517,30579,49704,34357,16422,561079,3.04
1301,台塑,2023/11/1,75.72,80.64,75.43,79.46,128,0.049351,6365741,514352,2.48,5.2,3.8,6.8831,31.925,106373,263802,602982,461533,31383,59712,38062,16978,567517,2.9
1301,台塑,2023/12/1,79.46,79.85,77,77.88,90,-0.019801,6365741,504167,2.49,5.3,-1.6,3.5891,31.282,108155,268253,607548,464853,32723,61313,37294,17570,570595,2.7
1301,台塑,2024/1/1,77.79,77.98,69.43,70.9,163,-0.089647,6365741,458970,2.27,5.83,-7.1,10.9848,31.221,109449,269760,613596,468498,34436,61773,43809,17668,569540,1.8
1301,台塑,2024/2/1,71.3,73.16,70.21,70.51,70,-0.005549,6365741,456424,2.25,5.86,-0.4,4.1609,31.437,109849,272847,620074,472629,23687,47301,41200,18612,569422,3.08
1301,台塑,2024/3/1,70.51,70.61,65.3,67.76,179,-0.039052,6365741,438600,2.17,1.45,-2.8,7.5314,31.688,111756,274539,624376,476689,34479,92657,46024,19843,568100,2.15
1301,台塑,2024/4/1,68.25,71.2,65.69,67.36,161,-0.005805,6365741,436053,2.15,1.46,-0.4,8.1277,32.352,111429,272889,625595,479488,30957,83256,43946,20245,567019,1.94
1301,台塑,2024/5/1,67.36,68.54,64.22,64.22,174,-0.046713,6365741,415683,2.05,1.53,-3.2,6.4234,32.325,109838,273574,626535,484638,31996,95884,41274,21107,572803,2.23
1301,台塑,2024/6/1,64.41,64.61,55.46,56.54,366,-0.119449,6365741,366030,1.88,1.74,-7.8,14.242,32.386,112236,275607,629646,484473,29871,87101,45425,22449,573299,2.42
1301,台塑,2024/7/1,57.04,60.68,54.77,57.9,274,0.024081,6365741,368576,1.89,1.73,0.4,10.4348,32.65,113973,276756,632630,489160,31070,98731,44540,23240,571740,2.53
1301,台塑,2024/8/1,58.3,58.7,51.2,51.6,253,-0.108808,6365741,328472,1.68,1.94,-6.3,12.9534,32.266,113526,276141,631365,492255,32954,81875,43569,21852,579058,2.35
1301,台塑,2024/9/1,51.9,54.7,44.15,53.5,369,0.036822,6365741,340567,1.75,1.87,1.9,20.4457,31.976,112685,274755,629369,497070,32872,63260,46640,21891,577929,1.82
1301,台塑,2024/10/1,53.5,55.1,45.8,47.3,246,-0.115888,6365741,301100,1.52,2.11,-6.2,17.3832,32.093,113957,276148,634241,498923,33441,64275,49314,23015,576846,1.69
1301,台塑,2024/11/1,46.75,49.45,41.25,41.35,330,-0.125791,6365741,263223,1.33,2.42,-5.95,17.3362,32.364,113917,274002,634767,500288,32674,73550,48201,22854,577974,2.08
1301,台塑,2024/12/1,41.45,42.25,35.1,35.5,450,-0.141476,6365741,225984,1.14,2.82,-5.85,17.2914,32.574,115590,278455,640405,503163,32929,73227,41285,23078,576677,2.11
1301,台塑,2025/1/1,35.3,37.8,31.25,36.25,550,0.021126,6365741,230758,1.17,2.76,0.75,18.4507,32.881,114638,280707,646638,506793,26018,48530,49647,23100,577583,2.66
1301,台塑,2025/2/1,36.05,40.8,33.35,38.8,584,0.070345,6365741,246991,1.25,2.58,2.55,20.5517,32.806,114638,280707,646638,506793,26018,48530,49647,23100,577583,2.66
1303,南亞,2015/3/1,42.3,42.73,41.01,42.73,132,0.019061,7930821,551192,1.69,3.31,1.3,4.1056,31.526,56136,144922,385971,285382,63697,20161,34564,9611,414689,-0.62
1303,南亞,2015/4/1,42.73,48.88,41.99,46.42,210,0.086332,7930821,598777,1.84,3.05,6,16.1151,31.13,55958,145613,388279,286177,53259,19593,35973,9680,418174,-0.82
1303,南亞,2015/5/1,47.28,47.34,43.65,44.64,123,-0.03841,7930821,575778,1.77,3.17,-2.9,7.947,30.717,55827,145326,388850,286423,50486,17589,35350,9689,418958,-0.73
1303,南亞,2015/6/1,44.33,45.56,42.73,44.51,121,-0.002755,7930821,574191,1.75,3.18,-0.2,6.3361,31.113,56690,145491,387497,284912,51842,17589,34683,9355,421411,-0.56
1303,南亞,2015/7/1,44.27,45,40.73,41.05,134,-0.077882,7930821,511538,1.56,3.57,-7.9,12.7072,31.343,56816,146476,389499,287499,55876,17517,35109,8964,421956,-0.63
1303,南亞,2015/8/1,40.79,42,31.72,37.74,162,-0.080621,7930821,470298,1.44,3.88,-5.2,25.0388,32.387,58187,148948,392125,289573,66014,17968,37426,8156,424791,-0.45
1303,南亞,2015/9/1,36.91,38.95,35.32,35.38,118,-0.062395,7930821,440954,1.35,4.14,-3.7,9.6121,32.889,57966,148841,392072,291268,61057,14928,32910,8206,426325,0.29
1303,南亞,2015/10/1,35.38,43.15,35.32,41.17,146,0.163667,7930821,513124,1.57,3.55,9.1,22.1223,32.727,57884,149126,393635,291818,58853,16873,29097,8551,426774,0.3
1303,南亞,2015/11/1,40.86,42.96,36.59,37.29,124,-0.09428,7930821,464746,1.42,3.92,-6.1,15.456,32.802,58701,149442,394569,292368,54604,16732,26797,8503,424611,0.54
1303,南亞,2015/12/1,37.74,39.33,35.51,38.82,142,0.040957,7930821,483780,1.55,3.77,2.4,10.2389,33.006,60603,152926,398840,294063,61125,15503,27648,8298,426031,0.13
1303,南亞,2016/1/1,37.8,37.8,34.94,37.1,150,-0.04426,7930821,462367,1.48,3.95,-2.7,7.377,33.644,60727,153822,402398,295366,62737,15036,31876,7871,425978,0.8
1303,南亞,2016/2/1,36.91,40.6,36.78,40.6,92,0.094339,7930821,505986,1.62,3.61,5.5,10.2916,33.552,59977,154369,404169,297153,38227,9544,31450,8247,428816,2.41
1303,南亞,2016/3/1,39.65,43.27,39.65,43.02,153,0.05956,7930821,536124,1.71,4.88,3.8,8.9342,32.855,60474,153823,404123,297463,61738,18746,27901,8688,431601,2.01
1303,南亞,2016/4/1,42.45,42.76,40.16,40.22,124,-0.065089,7930821,501228,1.6,5.22,-4.4,6.0651,32.355,60644,154663,406068,296771,48089,13045,29929,8568,433184,1.88
1303,南亞,2016/5/1,40.6,40.73,37.29,39.58,130,-0.015824,7930821,493297,1.58,5.31,-1,8.5443,32.573,60242,153644,403939,297951,56224,14003,28428,8235,433432,1.23
1303,南亞,2016/6/1,39.14,40.41,37.36,38.82,127,-0.019292,7930821,483780,1.69,5.41,-1.2,7.717,32.4,61144,154085,405531,298163,57075,13667,28794,8595,433552,0.9
1303,南亞,2016/7/1,38.82,42.18,38.25,40.5,155,0.042446,7930821,479022,1.68,5.46,-0.6,7.7049,32.124,60488,155741,407836,299474,57328,15457,29753,8900,434087,1.24
1303,南亞,2016/8/1,40.7,42.11,40.3,40.64,90,0.003312,7930821,480608,1.68,5.45,0.2,4.4702,31.577,61768,158611,408768,302462,64822,15981,27027,9094,435862,0.57
1303,南亞,2016/9/1,40.5,42.05,39.83,41.58,105,0.023101,7930821,491711,1.72,5.32,1.4,5.4455,31.483,60946,157644,407685,302397,56197,12995,30185,9131,436726,0.33
1303,南亞,2016/10/1,41.58,44.26,41.24,44.06,122,0.059677,7930821,521055,1.92,5.02,3.7,7.2581,31.571,61799,158862,408709,303410,54252,12064,27653,9274,435263,1.7
1303,南亞,2016/11/1,43.39,45.2,42.58,45,112,0.021309,7930821,532158,1.96,4.92,1.4,5.9361,31.758,61853,158351,409443,304250,58227,14754,29452,9098,434348,1.97
1303,南亞,2016/12/1,45.13,49.96,45.13,47.74,195,0.061106,7930821,564674,2.09,4.63,4.1,10.7303,32.012,63420,161777,413018,305492,53262,12419,25882,9245,434204,1.69
1303,南亞,2017/1/1,48.01,49.96,47.41,49.29,126,0.032303,7930821,582915,2.16,4.49,2.3,5.3371,31.742,62834,163240,416641,308369,45517,10335,31053,9352,436589,2.24
1303,南亞,2017/2/1,49.62,53.78,49.49,50.02,177,0.014967,7930821,591639,2.19,4.42,1.1,8.7075,30.898,61357,161590,418120,310047,47587,17738,30267,9674,437661,-0.06
1303,南亞,2017/3/1,49.89,49.89,46.4,48.21,174,-0.036192,7930821,570226,2.12,6.26,-2.7,6.9705,30.658,61901,160598,418651,310486,61457,19715,30671,9796,437526,0.18
1303,南亞,2017/4/1,48.15,49.09,47.41,48.75,118,0.011127,7930821,576571,2.14,6.19,0.8,3.4771,30.39,61758,160368,420245,311797,47345,15152,27978,9801,438426,0.09
1303,南亞,2017/5/1,49.02,49.29,46.87,48.01,167,-0.015131,7930821,567847,2.11,6.28,-1.1,4.9519,30.156,61617,160568,419346,313045,49368,16822,28397,9994,440253,0.6
1303,南亞,2017/6/1,48.01,50.83,47.54,50.63,179,0.054468,7930821,598777,2.12,5.96,3.9,6.8436,30.265,62965,161592,420009,312371,58281,20124,27299,10259,441943,1
1303,南亞,2017/7/1,50.63,54.09,49.96,54.09,197,0.06767,7930821,602742,2.13,5.92,0.5,5.6954,30.435,62998,163256,421147,313664,49293,18830,28728,10426,444452,0.77
1303,南亞,2017/8/1,54.31,54.59,52.24,54.23,158,0.002631,7930821,604329,2.14,5.91,0.2,4.3421,30.263,63903,166075,424076,316722,55800,24178,27846,10436,446426,0.96
